index,byte,bit,quest_id,category,prowler,rank,name,notes
497,62,1,10529,Hub,no,5,Twin Velocidrome,
498,62,2,10530,Hub,no,5,The New Tenant,
499,62,3,10531,Hub,no,5,A Plesioth in the Misty Peaks,
500,62,4,10532,Hub,no,5,Awful Guest,
501,62,5,10546,Hub,no,5,Web Sighting,
502,62,6,10533,Hub,no,5,Poisonous Pair,
503,62,7,10534,Hub,no,5,Attack of the Giant Bugs!,
504,63,0,10545,Hub,no,5,Disruptive Eruption,
505,63,1,10535,Hub,no,5,You Caught This? I Caught This,
506,63,2,10536,Hub,no,5,Tumbling Troublemaker,
507,63,3,10537,Hub,no,5,Shogun in the Flames,
508,63,4,10538,Hub,no,5,The Most Dangerous Game,
509,63,5,10539,Hub,no,5,Status: Effected,
510,63,6,10540,Hub,no,5,Desert Brawlers,
511,63,7,10541,Hub,no,5,The Hunter Games,
512,64,0,10542,Hub,no,5,"Hunt, Sweat, and Tears",
513,64,1,10601,Hub,no,6,The Lightning Crown,
514,64,2,10602,Hub,no,6,What a Girl Wants,
515,64,3,10603,Hub,no,6,Rathalos Run,
516,64,4,10604,Hub,no,6,Watch Your Steppe,
517,64,5,10605,Hub,no,6,Bug Buffet,
518,64,6,10606,Hub,no,6,A Bewitching Dance,
519,64,7,10607,Hub,no,6,Dread Locked,
520,65,0,10670,Hub,no,6,Barioth Hunt,
521,65,1,10608,Hub,no,6,The Unshakable Mountain God,
522,65,2,10609,Hub,no,6,Topple the Monarch,
523,65,3,10610,Hub,no,6,Bedevil a Deviljho,
524,65,4,10611,Hub,no,6,Frozen Seaway Accounting,
525,65,5,10671,Hub,no,6,A Cure for Cowardice,
526,65,6,10612,Hub,no,6,Master of the Molten Deep,
527,65,7,10613,Hub,no,6,Duel in the Volcanic Hollow,
528,66,0,10614,Hub,no,6,Volcanic Hollow Accounting,
529,66,1,10615,Hub,no,6,Bug Bite,
530,66,2,10616,Hub,no,6,Heaven and Earth,
531,66,3,10617,Hub,no,6,From Beyond the Sands,
532,66,4,10618,Hub,no,6,Legend of the Monkey King,
533,66,5,10619,Hub,no,6,Astalos Territory,
534,66,6,10620,Hub,no,6,Lord of the Skies,
535,66,7,10621,Hub,no,6,The Rajang in the Snow,
536,67,0,10622,Hub,no,6,Fury Run Afoul,
537,67,1,10623,Hub,no,6,Bl-Bl-Blangongas!,
538,67,2,10624,Hub,no,6,Surrounded by Bubbles,
539,67,3,10625,Hub,no,6,The Moving Mountain,
540,67,4,10626,Hub,no,6,The Fisherman's Fiend,
541,67,5,10627,Hub,no,6,Open Season for Jaggia,
542,67,6,10628,Hub,no,6,For Whom the Gong Tolls,
543,67,7,10629,Hub,no,6,Quartz Rivalry,
544,68,0,10630,Hub,no,6,We Can Dig It,
545,68,1,10631,Hub,no,6,Coal Hearted,
546,68,2,10632,Hub,no,6,River of Fire,
547,68,3,10633,Hub,no,6,Dances with Wyverns,
548,68,4,10634,Hub,no,6,Bugging Out,
549,68,5,10635,Hub,no,6,A Three Hour Tour,
550,68,6,10636,Hub,no,6,A Hollow Defense,
551,68,7,10637,Hub,no,6,Wild Gunman,
552,69,0,10638,Hub,no,6,Marshlands Rag,
553,69,1,10639,Hub,no,6,Firefight to the Finish!,
554,69,2,10640,Hub,no,6,At the Slayground,
555,69,3,10641,Hub,no,6,It's Electric,
556,69,4,10642,Hub,no,6,The White Brute,
557,69,5,10643,Hub,no,6,A Scenic Locale,
558,69,6,10644,Hub,no,6,Miasma Attack,
559,69,7,10645,Hub,no,6,Stop the Wacha!,
560,70,0,10646,Hub,no,6,We Are Not Amused,
561,70,1,10647,Hub,no,6,Zamtrios Fight!,
562,70,2,10648,Hub,no,6,The Frog of War,
563,70,3,10649,Hub,no,6,Triple Toady Terror,
564,70,4,10650,Hub,no,6,The Coal Still Burns,
565,70,5,10651,Hub,no,6,Woe Malfestio,
566,70,6,10652,Hub,no,6,Born of Darkness,
567,70,7,10653,Hub,no,6,Nibeling on Apples,
568,71,0,10654,Hub,no,6,Warning: Hyper Yian Garuga!,
569,71,1,10655,Hub,no,6,Hyper for Holes,
570,71,2,10656,Hub,no,6,The Plesioth Adventure,
571,71,3,10657,Hub,no,6,Daimyo of the Deserted Island,
572,71,4,10658,Hub,no,6,Where the Wild Manes Are,
573,71,5,10659,Hub,no,6,Hyper Investigation,
574,71,6,10660,Hub,no,6,The Khezu and the Shadow,
575,71,7,10661,Hub,no,6,Bring On the Shogun,
576,72,0,10662,Hub,no,6,Unnerving Najarala,
577,72,1,10663,Hub,no,6,Eruption Embodied,
578,72,2,10664,Hub,no,6,The Magma's Rage,
579,72,3,10665,Hub,no,6,Minion Audition Imposition,
580,72,4,10701,Hub,no,7,Stop the Wheel,
581,72,5,10702,Hub,no,7,A Gathering of Wyverns,
582,72,6,10703,Hub,no,7,A Song of White and Lapis,
583,72,7,10704,Hub,no,7,A Cold Set of Armor,
584,73,0,10705,Hub,no,7,Rocked and Rolled,
585,73,1,10706,Hub,no,7,So Notable: Seregios,
586,73,2,10707,Hub,no,7,Hammer vs. Blade,
587,73,3,10708,Hub,no,7,A Roar to the Heavens,
588,73,4,10709,Hub,no,7,The Hapless Bodyguard,
589,73,5,10710,Hub,no,7,Seer of Swords,
590,73,6,10768,Hub,no,7,Legendary Skills?,
591,73,7,10711,Hub,no,7,The Yukumo Gal Special,
592,74,0,10712,Hub,no,7,Repaying the Favor,
593,74,1,10713,Hub,no,7,You Bet Your Life,
594,74,2,10714,Hub,no,7,Wyvern's Way,
595,74,3,10715,Hub,no,7,Bewitching Heat,
596,74,4,10716,Hub,no,7,The Mountain God's Lightning,
597,74,5,10717,Hub,no,7,A Man's Arena is His Castle,
598,74,6,10718,Hub,no,7,The Hunter Games,
599,74,7,10719,Hub,no,7,The Flames of War,
600,75,0,10720,Hub,no,7,A Shocking Revelation!,
601,75,1,10721,Hub,no,7,The Gathering Storm,
602,75,2,10722,Hub,no,7,Hellfire Star,
603,75,3,10723,Hub,no,7,Putting the Gore in Magala,
604,75,4,10770,Hub,no,7,Steppe in the Right Direction,
605,75,5,10724,Hub,no,7,"Tigrex, Tigrex, Burning Bright",
606,75,6,10725,Hub,no,7,A Thousand Blades of Wrath,
607,75,7,10726,Hub,no,7,A Fiery Temper,
608,76,0,10727,Hub,no,7,The Unassailable Seltas Queen,
609,76,1,10771,Hub,no,7,Rajang's Black Spirit,
610,76,2,10728,Hub,no,7,Savage Sword of the Desert,
611,76,3,10729,Hub,no,7,Wyvernlit Evening,
612,76,4,10730,Hub,no,7,Wyverns All Around Us,
613,76,5,10731,Hub,no,7,"Wild Gods, Calm Rangers",
614,76,6,10732,Hub,no,7,Into the Maelstrom,
615,76,7,10733,Hub,no,7,The Lithe and Unbreaking,
616,77,0,10734,Hub,no,7,The Peril of the Land,
617,77,1,10735,Hub,no,7,The Wolf and the Footbath,
618,77,2,10736,Hub,no,7,The Thieving Gypceros,
619,77,3,10737,Hub,no,7,Steam and Smoke,
620,77,4,10738,Hub,no,7,The Glowing Embers,
621,77,5,10739,Hub,no,7,Primal Forest Defense,
622,77,6,10740,Hub,no,7,The End of the Trials,
623,77,7,10741,Hub,no,7,The Descending Fog,
624,78,0,10742,Hub,no,7,Searching for Secret Baths,
625,78,1,10743,Hub,no,7,Show Me Your Shaka-Strength,
626,78,2,10744,Hub,no,7,The Marshlands Nightmare,
627,78,3,10745,Hub,no,7,The Birds of Prey,
628,78,4,10746,Hub,no,7,The Fanged Beasts,
629,78,5,10747,Hub,no,7,The Winged Wyverns,
630,78,6,10748,Hub,no,7,The Foes of the Deep,
631,78,7,10749,Hub,no,7,The Beasts of Brawn,
632,79,0,10750,Hub,no,7,Ring of the Silver Sol,
633,79,1,10751,Hub,no,7,Ring of the Golden Lune,
634,79,2,10752,Hub,no,7,Usurpers of the Throne,
635,79,3,10772,Hub,no,7,Following the Fallen,
636,79,4,10773,Hub,no,7,Fool's Gold,
637,79,5,10774,Hub,no,7,Shining Examples,
638,79,6,10753,Hub,no,7,Child of Destruction,
639,79,7,10754,Hub,no,7,A Shock in the Dark,
640,80,0,10755,Hub,no,7,Triumphant Rage,
641,80,1,10756,Hub,no,7,The Frozen Dictator,
642,80,2,10757,Hub,no,7,Kushala Daora Strikes,
643,80,3,10758,Hub,no,7,The Elder Dragon of Mist,
644,80,4,10759,Hub,no,7,Beyond the Silence,
645,80,5,10760,Hub,no,7,Emperor of Flame,
646,80,6,10761,Hub,no,7,The Fires of Devastation,
647,80,7,10762,Hub,no,7,Grim Tidings,
648,81,0,10763,Hub,no,7,Absolute Zero,
649,81,1,10764,Hub,no,7,The Looming Calamity,
650,81,2,10765,Hub,no,7,The Brilliant Darkness,
651,81,3,11101,Hub,no,G1,Harvest Tour: Ruined Pinnacle,
652,81,4,11102,Hub,no,G1,Harvest Tour: Desert,
653,81,5,11117,Hub,no,G1,Harvest Tour: Ancestral Steppe,
654,81,6,11118,Hub,no,G1,Harvest Tour: Primal Forest,
655,81,7,11119,Hub,no,G1,Harvest Tour: Jurassic Frontier,
656,82,0,11120,Hub,no,G1,Harvest Tour: Dunes,
657,82,1,11121,Hub,no,G1,Harvest Tour: Verdant Hills,
658,82,2,11122,Hub,no,G1,Harvest Tour: Arctic Ridge,
659,82,3,11123,Hub,no,G1,Harvest Tour: Misty Peaks,
660,82,4,11106,Hub,no,G1,Pecking Order,
661,82,5,11124,Hub,no,G1,After That Bird!,
662,82,6,11116,Hub,no,G1,Sweetheart's Pick: Lofty Ludroth,
663,82,7,11125,Hub,no,G1,Fangs for the Bath,
664,83,0,11114,Hub,no,G1,"Ruined Pinnacle, RUINED",
665,83,1,11126,Hub,no,G1,Just Five Morel Minutes...,
666,83,2,11113,Hub,no,G1,Daimyo Hermitaur Flambé,
667,83,3,11112,Hub,no,G1,A Berry Dubious Idea,
668,83,4,11109,Hub,no,G1,"Lost, But Not for Long",
669,83,5,11127,Hub,no,G1,Face Two Face,
670,83,6,11107,Hub,no,G1,Enough Monkeying Around,
671,83,7,11110,Hub,no,G1,Pleasantly Sozzled,
672,84,0,11128,Hub,no,G1,Antony and Tetsucabra,
673,84,1,11103,Hub,no,G1,A Brush with Bugs,
674,84,2,11111,Hub,no,G1,Surprise!,
675,84,3,11129,Hub,no,G1,The Bird Who Wood Be King,
676,84,4,11108,Hub,no,G1,The Killer Rabbit of Arctic Ridge,
677,84,5,11105,Hub,no,G1,Survival of the Biggest,
678,84,6,11104,Hub,no,G1,Riverside Rumble,
679,84,7,11130,Hub,no,G1,Water Fight,
680,85,0,11201,Hub,no,G2,Harvest Tour: Jungle,
681,85,1,11220,Hub,no,G2,Harvest Tour: Frozen Seaway,
682,85,2,11221,Hub,no,G2,Harvest Tour: Deserted Island,
683,85,3,11222,Hub,no,G2,Harvest Tour: Marshlands,
684,85,4,11223,Hub,no,G2,Harvest Tour: Volcano,
685,85,5,11224,Hub,no,G2,The Legend of King Apple,
686,85,6,11206,Hub,no,G2,Treasure Pinnacle: Rice,
687,85,7,11248,Hub,no,G2,Queen of the Ruined Pinnacle,
688,86,0,11250,Hub,no,G2,Naked Aggression,
689,86,1,11225,Hub,no,G2,Smithy Business,
690,86,2,11202,Hub,no,G2,I See It Rollin'...,
691,86,3,11204,Hub,no,G2,Dirty Deals,
692,86,4,11211,Hub,no,G2,Share the Load (and the Reward),
693,86,5,11212,Hub,no,G2,Shadows in the Desert Lake,
694,86,6,11203,Hub,no,G2,Not Mushroom to Swing a Congalala,
695,86,7,11210,Hub,no,G2,Sky Tribe: Savior of the Skyway,
696,87,0,11216,Hub,no,G2,Face-off in the Jungle,
697,87,1,11218,Hub,no,G2,Hit the Lights,
698,87,2,11219,Hub,no,G2,Shelling Out for Fashion,
699,87,3,11226,Hub,no,G2,Royal Assassination,
700,87,4,11209,Hub,no,G2,Feeding Time,
701,87,5,11217,Hub,no,G2,Poisoned Primal Forest,
702,87,6,11207,Hub,no,G2,Through Thick and Fin,
703,87,7,11227,Hub,no,G2,Zamite Fright,
704,88,0,11228,Hub,no,G2,Fishing's Lure,
705,88,1,11229,Hub,no,G2,The Next Stage of E-Volvi-lution,
706,88,2,11230,Hub,no,G2,Brute of the Sands,
707,88,3,11231,Hub,no,G2,Trade Dispute,
708,88,4,11215,Hub,no,G2,A Coil to Arms,
709,88,5,11208,Hub,no,G2,Chilled to the Marrow,
710,88,6,11213,Hub,no,G2,Earn Your Strength,
711,88,7,11232,Hub,no,G2,We've Reached Peak Blangonga,
712,89,0,11233,Hub,no,G2,Please Plesioth Me!,
713,89,1,11234,Hub,no,G2,Jumping at Shadows,
714,89,2,11235,Hub,no,G2,The Owled Man and the Sea,
715,89,3,11205,Hub,no,G2,That's No Rock...,
716,89,4,11236,Hub,no,G2,The Shadow in the Cave,
717,89,5,11237,Hub,no,G2,March Melancolico,
718,89,6,11238,Hub,no,G2,Interruption: Conga Line,
719,89,7,11239,Hub,no,G2,Commission: Basarios,
720,90,0,11249,Hub,no,G2,Afro Soul Is a Way of Life,
721,90,1,11214,Hub,no,G2,Feeling Generally Crabby,
722,90,2,11240,Hub,no,G2,Great Ore Discovery,
723,90,3,11241,Hub,no,G2,Minion's Devotion,
724,90,4,11242,Hub,no,G2,So Notable: Hyper Hermitaur,
725,90,5,11243,Hub,no,G2,Revenge from the Skies,
726,90,6,11244,Hub,no,G2,Commission: Hyper Kecha Wacha,
727,90,7,11245,Hub,no,G2,"Frog's Face, Demon's Heart",
728,91,0,11247,Hub,no,G2,The Verdant Hills Are Alive,
729,91,1,11246,Hub,no,G2,The Hype is Royal,
730,91,2,11343,Hub,no,G3,Harvest Tour: Volcanic Hollow,
731,91,3,11302,Hub,no,G3,The Unapproachable Yian Garuga,
732,91,4,11344,Hub,no,G3,Paralyzing Peril,
733,91,5,11308,Hub,no,G3,Return from the Pinnacle,
734,91,6,11311,Hub,no,G3,Pinnacle Pioneering,
735,91,7,11345,Hub,no,G3,Problem at the Pinnacle,
736,92,0,11313,Hub,no,G3,The Boiling Broiling Desert,
737,92,1,11346,Hub,no,G3,Strutting the Royal Runway,
738,92,2,11310,Hub,no,G3,Water Kerfuffle,
739,92,3,11347,Hub,no,G3,Hunt-a-Thon: Yian Garuga,
740,92,4,11348,Hub,no,G3,Primal Forest Fears,
741,92,5,11349,Hub,no,G3,Hunt-a-Thon: Gravios,
742,92,6,11304,Hub,no,G3,The Lost Expedition,
743,92,7,11312,Hub,no,G3,Ice Recovery,
744,93,0,11309,Hub,no,G3,A Certain Gravitas,
745,93,1,11350,Hub,no,G3,Hunter Dojo: Tail-do,
746,93,2,11351,Hub,no,G3,It's Gotta Be Coal,
747,93,3,11305,Hub,no,G3,The Royal Guard,
748,93,4,11314,Hub,no,G3,Eclipse at Jurassic Frontier,
749,93,5,11352,Hub,no,G3,PR Disaster,
750,93,6,11306,Hub,no,G3,Predator in the Hills,
751,93,7,11353,Hub,no,G3,I Hope It's Not Barioth Flavored,
752,94,0,11354,Hub,no,G3,Hunter Dojo: Tusk-fu,
753,94,1,11355,Hub,no,G3,Howl at the Moon,
754,94,2,11356,Hub,no,G3,Hunter Dojo: Bubble-jitsu,
755,94,3,11357,Hub,no,G3,"""Kiken"" Means ""Danger""!",
756,94,4,11307,Hub,no,G3,"The Sun, Also Wyverns",
757,94,5,11358,Hub,no,G3,Hunter Dojo: Lightning Wushu,
758,94,6,11303,Hub,no,G3,Uragaan Grief,
759,94,7,11359,Hub,no,G3,"Heavenly Fire, Earthly Flame",
760,95,0,11319,Hub,no,G3,Giant Dragon Invasion,
761,95,1,11360,Hub,no,G3,Frontier Fisticuffs,
762,95,2,11361,Hub,no,G3,Down With This Sort of Thing,
763,95,3,11363,Hub,no,G3,Searing Sands,
764,95,4,11365,Hub,no,G3,Arena Bakalaka-Battle! Woo!,
765,95,5,11325,Hub,no,G3,Trial by Fart,
766,95,6,11328,Hub,no,G3,The Pinnacle of Good Records,
767,95,7,11333,Hub,no,G3,The Pinnacle of Terror,
768,96,0,11334,Hub,no,G3,Eat in Pieces,
769,96,1,11335,Hub,no,G3,Diabolical Deluge,
770,96,2,11332,Hub,no,G3,Temnoceranophobia,
771,96,3,11339,Hub,no,G3,...Or Just Wait for It to Poop,
772,96,4,11330,Hub,no,G3,"Zamtrios, Right Ahead!",
773,96,5,11331,Hub,no,G3,Frozen Seaway Horror Story,
774,96,6,11329,Hub,no,G3,Sweets for My Sweets,
775,96,7,11340,Hub,no,G3,Nargacuga in the Jurassic Frontier,
776,97,0,11327,Hub,no,G3,The Mud Must Flow,
777,97,1,11336,Hub,no,G3,Shhhhut Up,
778,97,2,11338,Hub,no,G3,No Place to Run,
779,97,3,11337,Hub,no,G3,It's a Miner's Life,
780,97,4,11367,Hub,no,G3,Let the Games Begin,
781,97,5,11366,Hub,no,G3,Material Old Girl,
782,97,6,11316,Hub,no,G3,A Pinnacle Just for You,
783,97,7,11318,Hub,no,G3,Reality or Fantasy?,
784,98,0,11317,Hub,no,G3,The Phantom Beast!,
785,98,1,11401,Hub,no,G4,Sky Render,
786,98,2,11459,Hub,no,G4,Hunter Dojo: Valstrax-ryu,
787,98,3,11458,Hub,no,G4,Supersonic,
788,98,4,11460,Hub,no,G4,Scales of Justice,
789,98,5,11403,Hub,no,G4,Battle of 1001 Blades,
790,98,6,11406,Hub,no,G4,Beware Twin Horns on the Sand,
791,98,7,11461,Hub,no,G4,Deviljho Hunt,
792,99,0,11409,Hub,no,G4,Paint It Gold,
793,99,1,11405,Hub,no,G4,Tracing the Family Tree,
794,99,2,11462,Hub,no,G4,Price Freeze,
795,99,3,11463,Hub,no,G4,Seregios Scuffle,
796,99,4,11407,Hub,no,G4,Slam Gunk,
797,99,5,11464,Hub,no,G4,Diabolical Delight,
798,99,6,11465,Hub,no,G4,Emergency at the Arctic Ridge!,
799,99,7,11404,Hub,no,G4,Misty Opportunity?,
800,100,0,11410,Hub,no,G4,Everything in Moderation,
801,100,1,11402,Hub,no,G4,Lavaclad Beast,
802,100,2,11466,Hub,no,G4,Brachydios Bypass,
803,100,3,11467,Hub,no,G4,A Very Long Engravement,
804,100,4,11408,Hub,no,G4,Ends of the Earth,
805,100,5,11468,Hub,no,G4,A Titanic Clash,
806,100,6,11469,Hub,no,G4,The Ol' Razzle Dazzle,
807,100,7,11484,Hub,no,G4,Jurassic Skulduggery,
808,101,0,11485,Hub,no,G4,Verdant Hills Missive,
809,101,1,11470,Hub,no,G4,Quest of Friendship,
810,101,2,11471,Hub,no,G4,Fiery Four-way Fracas,
811,101,3,11432,Hub,no,G4,Castle on the Run,
812,101,4,11472,Hub,no,G4,Pitched Pinnacle Battle,
813,101,5,11442,Hub,no,G4,All Creatures Cleaved and Small,
814,101,6,11448,Hub,no,G4,Backwater Battle,
815,101,7,11474,Hub,no,G4,Rajang Against The Machine,
816,102,0,11436,Hub,no,G4,Seeking the Sea King,
817,102,1,11440,Hub,no,G4,If These Rocks Could Talk,
818,102,2,11446,Hub,no,G4,Appeal from Authority,
819,102,3,11434,Hub,no,G4,Neopteronophobia,
820,102,4,11439,Hub,no,G4,It Takes Mizutsune to Tango,
821,102,5,11444,Hub,no,G4,Something Wicked,
822,102,6,11433,Hub,no,G4,Setting the Barioth High,
823,102,7,11441,Hub,no,G4,The Big Push,
824,103,0,11475,Hub,no,G4,What's Mine is Mine,
825,103,1,11443,Hub,no,G4,Agnaktor's Deep,
826,103,2,11483,Hub,no,G4,Garuga's Comeuppance,
827,103,3,11445,Hub,no,G4,Seregios Exposé,
828,103,4,11447,Hub,no,G4,Tigrex Trap,
829,103,5,11478,Hub,no,G4,Zinogre-enthusiasm,
830,103,6,11449,Hub,no,G4,Even Brachydios Need A Holiday,
831,103,7,11438,Hub,no,G4,Marshland Fandango,
832,104,0,11435,Hub,no,G4,Let's Get Igneous,
833,104,1,11486,Hub,no,G4,R.I.P.,
834,104,2,11487,Hub,no,G4,Death at My Greaves,
835,104,3,11488,Hub,no,G4,Pinnacle Problems,
836,104,4,11489,Hub,no,G4,A Bed of Sand,
837,104,5,11490,Hub,no,G4,Jungle Funk,
838,104,6,11479,Hub,no,G4,Arctic Ridge Allegiances,
839,104,7,11480,Hub,no,G4,Arena Allegiances,
840,105,0,11450,Hub,no,G4,Path of the Hunter,
841,105,1,11418,Hub,no,G4,Silver-Tongued Storyteller,
842,105,2,11419,Hub,no,G4,Gold Digger,
843,105,3,11481,Hub,no,G4,The Sun and the Moon,
844,105,4,11477,Hub,no,G4,By the Light of the Silvery Rath,
845,105,5,11476,Hub,no,G4,A Jurassic Frontier Just for You,
846,105,6,11473,Hub,no,G4,A Tragedy in Silver and Gold,
847,105,7,11411,Hub,no,G4,Heaven and Hell,
848,106,0,11482,Hub,no,G4,Primal Screams,
849,106,1,11420,Hub,no,G4,The Jungle VIP,
850,106,2,11421,Hub,no,G4,Deranged Desert Deviljho,
851,106,3,11422,Hub,no,G4,Brachydios Brute Squad,
852,106,4,11413,Hub,no,G4,Steel Yourself,
853,106,5,11412,Hub,no,G4,Blizzard Blower,
854,106,6,11414,Hub,no,G4,Out of Thin Air,
855,106,7,11415,Hub,no,G4,Into Thin Air,
856,107,0,11417,Hub,no,G4,Sandblasting,
857,107,1,11416,Hub,no,G4,Explosion Marks the Spot,
858,107,2,11431,Hub,no,G4,A Bone to Pick,
859,107,3,11423,Hub,no,G4,Trial by Akantor,
860,107,4,11424,Hub,no,G4,Polar Peril,
861,107,5,11425,Hub,no,G4,Who Will Hunt the Rain?,
862,107,6,11455,Hub,no,G4,Glory Glory Alatreon,
863,107,7,11454,Hub,no,G4,Fade to Black,
864,108,0,11456,Hub,no,G4,The End Is Nigh,
865,108,1,11457,Hub,no,G4,Old Fatalis,
866,108,2,100201,Village,yes,2,Prowler's First Errand,
867,108,3,100202,Village,yes,2,Jurassic Fungologist,
868,108,4,100203,Village,yes,2,Lucky Frontier Cat,
869,108,5,100301,Village,yes,3,Verdant Hills Bully,
870,108,6,100302,Village,yes,3,Lucky Hills Cat,
871,108,7,100303,Village,yes,3,The Mining Drag,
872,109,0,100304,Village,yes,3,Felyne Fishing Weekly,
873,109,1,100305,Village,yes,3,Grooming the Moofahs,
874,109,2,100306,Village,yes,3,Bug Reports,
875,109,3,100401,Village,yes,4,Great Maccao Headbreaker,
876,109,4,100402,Village,yes,4,Dash It All,
877,109,5,100403,Village,yes,4,An Offer You Can't Refuse,
878,109,6,100404,Village,yes,4,The Secret Ingredient,
879,109,7,100405,Village,yes,4,Marshlands Fishing?,
880,110,0,100406,Village,yes,4,Arctic Point Expedition,
881,110,1,100501,Village,yes,5,Blood Red Marshlands,
882,110,2,100502,Village,yes,5,An Offer You Can't Relieve,
883,110,3,100503,Village,yes,5,Uroktor Hide 'n Seek,
884,110,4,100504,Village,yes,5,Into the Volcano,
885,110,5,100505,Village,yes,5,Kut-Ku Earbreaker,
886,110,6,100601,Village,yes,6,The Right Cattitude,
887,110,7,100602,Village,yes,6,D. Hermitaur Shellbreaker,
888,111,0,100603,Village,yes,6,Surrounded by Blue and Green,
889,111,1,100604,Village,yes,6,Poison and Fangs,
890,111,2,100701,Village,yes,7,Prowler's Second Errand,
891,111,3,100702,Village,yes,7,Conga Line,
892,111,4,100703,Village,yes,7,Dashing Velocidrome,
893,111,5,100801,Village,yes,8,Eggcellent Surprise,
894,111,6,100802,Village,yes,8,Cold-Blooded Giadrome,
895,111,7,100803,Village,yes,8,Picturesque Pinnacle,
896,112,0,100804,Village,yes,8,Congalala Crestbreaker,
897,112,1,100901,Village,yes,9,Innocent Curiosity,
898,112,2,100902,Village,yes,9,A Poison Paradise,
899,112,3,100903,Village,yes,9,Lucky Dunes Cat,
900,112,4,100904,Village,yes,9,Basarios Chestbreaker,
901,112,5,101001,Village,yes,10,Lucky Hills Cat,
902,112,6,101002,Village,yes,10,Ludroth Lunacy,
903,112,7,101003,Village,yes,10,Duramboros Humpbreaker,
904,113,0,101004,Village,yes,10,Snow Festival,
905,113,1,101005,Village,yes,10,Drome Rush!,
906,113,2,110101,Hub,yes,1,Dance: The Final Frontier,
907,113,3,110102,Hub,yes,1,Taste the Mountains,
908,113,4,110103,Hub,yes,1,Lucky Mountain Cat,
909,113,5,110201,Hub,yes,2,Running with the Night,
910,113,6,110202,Hub,yes,2,A Cricket to Love,
911,113,7,110203,Hub,yes,2,A Resplendent Dance,
912,114,0,110301,Hub,yes,3,Hot Scales & Sharp Pincers,
913,114,1,110302,Hub,yes,3,There's Always Room for Fish,
914,114,2,110303,Hub,yes,3,Out of the Frying Pan,
915,114,3,110401,Hub,yes,4,The Grandmeowster's Trials,
916,114,4,110402,Hub,yes,4,We Cat All Be Heroes,
917,114,5,110403,Hub,yes,4,Fois Gras Faux Pas,
918,114,6,110404,Hub,yes,4,Splash in the Moonlight,
919,114,7,110501,Hub,yes,5,"Calm, Cool, and Collected",
920,115,0,110502,Hub,yes,5,Kecha Wacha Earbreaker,
921,115,1,110503,Hub,yes,5,Fish On!,
922,115,2,110504,Hub,yes,5,Lucky Volcano Cat,
923,115,3,110505,Hub,yes,5,Under the Blazing Sun,
924,115,4,110601,Hub,yes,6,Everywhere You Look,
925,115,5,110602,Hub,yes,6,Malfestio Headbreaker,
926,115,6,110603,Hub,yes,6,The Snow Must Go On,
927,115,7,110604,Hub,yes,6,Big Bro's Benevolence,
928,116,0,110701,Hub,yes,7,The Ball's in Your Court,
929,116,1,110702,Hub,yes,7,Uragaan Shellbreaker,
930,116,2,110703,Hub,yes,7,"Poison, Poison, Go Away",
931,116,3,110704,Hub,yes,7,Meownster Hunter,
932,116,4,111101,Hub,yes,G1,Bnahabra in the Stomach,
933,116,5,111102,Hub,yes,G1,Lucky Steppe Cat,
934,116,6,111103,Hub,yes,G1,Desert Furrontier,
935,116,7,111201,Hub,yes,G2,Primal Furrontier,
936,117,0,111202,Hub,yes,G2,Thank-You Gift,
937,117,1,111203,Hub,yes,G2,Royal Ludroth Manebreaker,
938,117,2,111301,Hub,yes,G3,Laughter is Not the Best Antidote,
939,117,3,111302,Hub,yes,G3,Volcano Furrontier,
940,117,4,111303,Hub,yes,G3,Lucky Jungle Cat,
941,117,5,111304,Hub,yes,G3,Nerscylla Hidebreaker,
942,117,6,111401,Hub,yes,G4,Lagiacrus Headbreaker,
943,117,7,111402,Hub,yes,G4,Ninjadromes,
944,118,0,111403,Hub,yes,G4,Seltas Spat,
945,118,1,111404,Hub,yes,G4,Gravios Backbreaker,
946,118,2,111405,Hub,yes,G4,Meownster Hunter Ultimate,
947,118,3,40101,Special Permit,no,,Redhelm I: Hunt,
948,118,4,40102,Special Permit,no,,Redhelm II: Capture,
949,118,5,40103,Special Permit,no,,Redhelm III: Hunt,
950,118,6,40104,Special Permit,no,,Redhelm IV: Hunt,
951,118,7,40105,Special Permit,no,,Redhelm V: Hunt,
952,119,0,40106,Special Permit,no,,Redhelm VI: Hunt,
953,119,1,40107,Special Permit,no,,Redhelm VII: Capture,
954,119,2,40108,Special Permit,no,,Redhelm VIII: Hunt,
955,119,3,40109,Special Permit,no,,Redhelm IX: Hunt,
956,119,4,40110,Special Permit,no,,Redhelm X: Hunt,
957,119,5,40111,Special Permit,no,,Redhelm G1: Capture,
958,119,6,40112,Special Permit,no,,Redhelm G2: Hunt,
959,119,7,40113,Special Permit,no,,Redhelm G3: Hunt,
960,120,0,40114,Special Permit,no,,Redhelm G4: Hunt,
961,120,1,40115,Special Permit,no,,Redhelm G5: Hunt,
962,120,2,40116,Special Permit,no,,Redhelm EX: Hunt,
963,120,3,40201,Special Permit,no,,Snowbaron I: Hunt,
964,120,4,40202,Special Permit,no,,Snowbaron II: Capture,
965,120,5,40203,Special Permit,no,,Snowbaron III: Hunt,
966,120,6,40204,Special Permit,no,,Snowbaron IV: Hunt,
967,120,7,40205,Special Permit,no,,Snowbaron V: Hunt,
