quest_id,name,rule
11206,Treasure Pinnacle: Rice,flag:1326
11248,Queen of the Ruined Pinnacle,flag:1405
11250,Naked Aggression,flag:1405
11225,Smithy Business,flag:1405
11202,I See It Rollin'...,flag:1405
11204,Dirty Deals,flag:1403
11211,Share the Load (and the Reward),flag:1316
11212,Shadows in the Desert Lake,flag:1405
11203,Not Mushroom to Swing a Congalala,flag:1405
11210,Sky Tribe: Savior of the Skyway,flag:1282
11216,Face-off in the Jungle,flag:1312
11218,Hit the Lights,flag:1405
11219,Shelling Out for Fashion,flag:1405
11226,Royal Assassination,flag:1405
11209,Feeding Time,flag:1405
11217,Poisoned Primal Forest,flag:1405
11207,Through Thick and Fin,flag:1300
11227,Zamite Fright,flag:1405
11228,Fishing's Lure,flag:1405
11229,The Next Stage of E-Volvi-lution,flag:1405
11230,Brute of the Sands,flag:1405
11231,Trade Dispute,flag:1405
11215,A Coil to Arms,flag:1366
11208,Chilled to the Marrow,flag:1370
11213,Earn Your Strength,flag:1286
11232,We've Reached Peak Blangonga,flag:1405
11233,Please Plesioth Me!,flag:1342
11234,Jumping at Shadows,flag:1405
11235,The Owled Man and the Sea,flag:1405
11205,That's No Rock...,flag:1405
11236,The Shadow in the Cave,flag:1405
11237,March Melancolico,flag:1405
11238,Interruption: Conga Line,flag:1324
11239,Commission: Basarios,flag:1296
11249,Afro Soul Is a Way of Life,flag:1350
11214,Feeling Generally Crabby,flag:1330
11240,Great Ore Discovery,flag:1405
11241,Minion's Devotion,flag:1358
11242,So Notable: Hyper Hermitaur,flag:1310
11243,Revenge from the Skies,all:11248|11212|11203|11209|11229|11205 AND atleast:1:11106|11129
11244,Commission: Hyper Kecha Wacha,flag:1298
11245,"Frog's Face, Demon's Heart",all:11248|11212|11203|11209|11229|11205 AND atleast:1:11128|11110
11247,The Verdant Hills Are Alive,all:11248|11212|11203|11209|11229|11205 AND atleast:1:11124|11109
11246,The Hype is Royal,all:11248|11212|11203|11209|11229|11205 AND atleast:1:11116|11130
11343,Harvest Tour: Volcanic Hollow,flag:1409
11302,The Unapproachable Yian Garuga,flag:1409
11344,Paralyzing Peril,flag:1409
11308,Return from the Pinnacle,flag:1409
11311,Pinnacle Pioneering,flag:1409
11345,Problem at the Pinnacle,flag:1409
11313,The Boiling Broiling Desert,flag:1409
11346,Strutting the Royal Runway,flag:1409
11310,Water Kerfuffle,flag:1409
11347,Hunt-a-Thon: Yian Garuga,flag:1409
11348,Primal Forest Fears,flag:1409
11349,Hunt-a-Thon: Gravios,flag:1308
11304,The Lost Expedition,flag:1409
11312,Ice Recovery,flag:1409
11309,A Certain Gravitas,flag:1409
11350,Hunter Dojo: Tail-do,flag:1409
11351,It's Gotta Be Coal,flag:1409
11305,The Royal Guard,flag:1409
11314,Eclipse at Jurassic Frontier,flag:1409
11352,PR Disaster,flag:1306
11306,Predator in the Hills,flag:1409
11353,I Hope It's Not Barioth Flavored,flag:1378
11354,Hunter Dojo: Tusk-fu,flag:1409
11355,Howl at the Moon,flag:1368
11356,Hunter Dojo: Bubble-jitsu,flag:1409
11357,"""Kiken"" Means ""Danger""!",flag:1409
11307,"The Sun, Also Wyverns",flag:1409
11358,Hunter Dojo: Lightning Wushu,flag:1409
11303,Uragaan Grief,flag:1304
11359,"Heavenly Fire, Earthly Flame",flag:1409
11319,Giant Dragon Invasion,flag:1407
11360,Frontier Fisticuffs,flag:1409
11361,Down With This Sort of Thing,flag:1409
11363,Searing Sands,flag:1409
11365,Arena Bakalaka-Battle! Woo!,flag:1360
11325,Trial by Fart,all:11311|11313|11310|11304|11312|11309 AND atleast:1:11203|11238
11328,The Pinnacle of Good Records,all:11311|11313|11310|11304|11312|11309 AND atleast:1:11205|11239
11333,The Pinnacle of Terror,all:11311|11313|11310|11304|11312|11309 AND atleast:1:11248|11210|11226
11334,Eat in Pieces,all:11311|11313|11310|11304|11312|11309 AND atleast:1:11211|11231
11335,Diabolical Deluge,all:11311|11313|11310|11304|11312|11309 AND atleast:1:11212|11233
11332,Temnoceranophobia,all:11311|11313|11310|11304|11312|11309 AND atleast:1:11209
11339,...Or Just Wait for It to Poop,all:11311|11313|11310|11304|11312|11309 AND atleast:1:11215|11237
11330,"Zamtrios, Right Ahead!",all:11311|11313|11310|11304|11312|11309 AND atleast:1:11207
11331,Frozen Seaway Horror Story,all:11311|11313|11310|11304|11312|11309 AND atleast:1:11208|11236
11329,Sweets for My Sweets,flag:1292
11340,Nargacuga in the Jurassic Frontier,all:11311|11313|11310|11304|11312|11309 AND atleast:1:11216|11234
11327,The Mud Must Flow,all:11311|11313|11310|11304|11312|11309 AND atleast:1:11204|11230
11336,Shhhhut Up,all:11311|11313|11310|11304|11312|11309 AND atleast:1:11213|11232
11338,No Place to Run,all:11311|11313|11310|11304|11312|11309 AND atleast:1:11214|11250
11337,It's a Miner's Life,all:11311|11313|11310|11304|11312|11309 AND atleast:1:11249
11367,Let the Games Begin,atleast:2:11244|11332
11366,Material Old Girl,flag:1354
11316,A Pinnacle Just for You,flag:1409
11318,Reality or Fantasy?,flag:1409
11317,The Phantom Beast!,flag:1409
11401,Sky Render,flag:1411
11459,Hunter Dojo: Valstrax-ryu,flag:1413
11458,Supersonic,flag:1413
11460,Scales of Justice,flag:1413
11403,Battle of 1001 Blades,flag:1413
11406,Beware Twin Horns on the Sand,flag:1413
11461,Deviljho Hunt,flag:1413
11409,Paint It Gold,flag:1413
11405,Tracing the Family Tree,flag:1413
11462,Price Freeze,flag:1413
11463,Seregios Scuffle,flag:1413
11407,Slam Gunk,flag:1413
11464,Diabolical Delight,flag:1413
11465,Emergency at the Arctic Ridge!,flag:1413
11404,Misty Opportunity?,flag:1413
11410,Everything in Moderation,flag:1413
11402,Lavaclad Beast,flag:1413
11466,Brachydios Bypass,flag:1413
11467,A Very Long Engravement,flag:1415
11408,Ends of the Earth,flag:1415
11468,A Titanic Clash,flag:1415
11469,The Ol' Razzle Dazzle,flag:1274
11484,Jurassic Skulduggery,flag:1415
11485,Verdant Hills Missive,flag:1415
11470,Quest of Friendship,flag:1388
11471,Fiery Four-way Fracas,flag:1356
11432,Castle on the Run,flag:1417
11472,Pitched Pinnacle Battle,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11461|11410 AND hr:13
11442,All Creatures Cleaved and Small,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11313|11350 AND hr:13
11448,Backwater Battle,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11406|11464 AND hr:13
11474,Rajang Against The Machine,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11409|11465 AND hr:13
11436,Seeking the Sea King,flag:1394
11440,If These Rocks Could Talk,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11311|11358 AND hr:13
11446,Appeal from Authority,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11404 AND hr:13
11434,Neopteronophobia,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11346|11305 AND hr:13
11439,It Takes Mizutsune to Tango,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11310|11356 AND hr:13
11444,Something Wicked,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11345|11314 AND hr:13
11433,Setting the Barioth High,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11304|11353 AND hr:13
11441,The Big Push,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11312|11354 AND hr:13
11475,What's Mine is Mine,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11303 AND hr:13
11443,Agnaktor's Deep,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11402 AND hr:13
11483,Garuga's Comeuppance,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11302|11347 AND hr:13
11445,Seregios Exposé,flag:1334
11447,Tigrex Trap,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11405|11462 AND hr:13
11478,Zinogre-enthusiasm,flag:1374
11449,Even Brachydios Need A Holiday,flag:1382
11438,Marshland Fandango,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11349|11309 AND hr:13
11435,Let's Get Igneous,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11357 AND hr:13
11486,R.I.P.,atleast:2:11435|11333
11487,Death at My Greaves,atleast:2:11438|11332
11488,Pinnacle Problems,atleast:6:11472|11442|11448|11474|11440|11446|11434|11439|11444|11433|11441|11475|11443|11483|11447|11438|11435|11486|11487|11436|11445|11478|11449|11476|11477|11473
11489,A Bed of Sand,atleast:6:11472|11442|11448|11474|11440|11446|11434|11439|11444|11433|11441|11475|11443|11483|11447|11438|11435|11486|11487|11436|11445|11478|11449|11476|11477|11473
11490,Jungle Funk,atleast:6:11472|11442|11448|11474|11440|11446|11434|11439|11444|11433|11441|11475|11443|11483|11447|11438|11435|11486|11487|11436|11445|11478|11449|11476|11477|11473
11479,Arctic Ridge Allegiances,flag:1392
11480,Arena Allegiances,flag:1390
11450,Path of the Hunter,atleast:4:11488|11489|11490|11479
11418,Silver-Tongued Storyteller,hr:40
11419,Gold Digger,hr:40
11481,The Sun and the Moon,atleast:2:11418|11419
11477,By the Light of the Silvery Rath,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11418 AND hr:13
11476,A Jurassic Frontier Just for You,all:11406|11461|11405|11465|11467|11468 AND atleast:1:11419 AND hr:13
11473,A Tragedy in Silver and Gold,atleast:2:11477|11476
11411,Heaven and Hell,hr:35
11482,Primal Screams,flag:1314
11420,The Jungle VIP,hr:45
11421,Deranged Desert Deviljho,hr:45
11422,Brachydios Brute Squad,hr:50
11413,Steel Yourself,hr:35
11412,Blizzard Blower,hr:35
11414,Out of Thin Air,hr:35
11415,Into Thin Air,hr:35
11417,Sandblasting,hr:35
11416,Explosion Marks the Spot,hr:35
11431,A Bone to Pick,hr:50
11423,Trial by Akantor,hr:60
11424,Polar Peril,flag:1348
11425,Who Will Hunt the Rain?,hr:70
11455,Glory Glory Alatreon,hr:80
11454,Fade to Black,hr:90
11456,The End Is Nigh,hr:95
11457,Old Fatalis,hr:100
100201,Prowler's First Errand,cleared:206
100202,Jurassic Fungologist,cleared:100201
100203,Lucky Frontier Cat,cleared:100202
100301,Verdant Hills Bully,atleast:2:303|100202
100302,Lucky Hills Cat,cleared:100301
100303,The Mining Drag,cleared:100301
100304,Felyne Fishing Weekly,cleared:100301
100305,Grooming the Moofahs,cleared:100301
100306,Bug Reports,atleast:1:100302|100303|100304|100305
100401,Great Maccao Headbreaker,atleast:2:402|100306
100402,Dash It All,cleared:100401
100403,An Offer You Can't Refuse,cleared:100401
100404,The Secret Ingredient,cleared:100401
100405,Marshlands Fishing?,atleast:1:100402|100403|100404
100406,Arctic Point Expedition,atleast:1:100402|100403|100404
100501,Blood Red Marshlands,cleared:501 AND atleast:1:100405|100406
100502,An Offer You Can't Relieve,cleared:100501
100503,Uroktor Hide 'n Seek,cleared:100501
100504,Into the Volcano,cleared:100501
100505,Kut-Ku Earbreaker,atleast:1:100502|100503|100504
100601,The Right Cattitude,cleared:601 AND cleared:100505
100602,D. Hermitaur Shellbreaker,cleared:100601
100603,Surrounded by Blue and Green,cleared:100601
100604,Poison and Fangs,cleared:100601
100701,Prowler's Second Errand,cleared:713
100702,Conga Line,cleared:100701
100703,Dashing Velocidrome,cleared:100702
100801,Eggcellent Surprise,cleared:806 AND cleared:100703
100802,Cold-Blooded Giadrome,cleared:100801
100803,Picturesque Pinnacle,cleared:100801
100804,Congalala Crestbreaker,atleast:1:100802|100803
100901,Innocent Curiosity,cleared:906 AND cleared:100804
100902,A Poison Paradise,cleared:100901
100903,Lucky Dunes Cat,cleared:100901
100904,Basarios Chestbreaker,atleast:1:100902|100903
101001,Lucky Hills Cat,cleared:1005 AND cleared:100904
101002,Ludroth Lunacy,cleared:101001
101003,Duramboros Humpbreaker,cleared:101001
101004,Snow Festival,cleared:101001
101005,Drome Rush!,atleast:1:101002|101003|101004 AND atleast:1:101002|101003|101004|110704|10768
110101,Dance: The Final Frontier,flag:101
110102,Taste the Mountains,flag:101
110103,Lucky Mountain Cat,flag:101
110201,Running with the Night,flag:105
110202,A Cricket to Love,flag:105
110203,A Resplendent Dance,flag:105
110301,Hot Scales & Sharp Pincers,flag:109
110302,There's Always Room for Fish,flag:109
110303,Out of the Frying Pan,flag:109
110401,The Grandmeowster's Trials,flag:113
110402,We Cat All Be Heroes,cleared:110401
110403,Fois Gras Faux Pas,cleared:110401
110404,Splash in the Moonlight,cleared:110401
110501,"Calm, Cool, and Collected",flag:117 AND cleared:110401
110502,Kecha Wacha Earbreaker,cleared:110501
110503,Fish On!,cleared:110501
110504,Lucky Volcano Cat,cleared:110501
110505,Under the Blazing Sun,atleast:1:110502|110503|110504
110601,Everywhere You Look,flag:121 AND cleared:110501
110602,Malfestio Headbreaker,cleared:110601
110603,The Snow Must Go On,cleared:110601
110604,Big Bro's Benevolence,cleared:110601
110701,The Ball's in Your Court,flag:125 AND cleared:110601
110702,Uragaan Shellbreaker,cleared:110701
110703,"Poison, Poison, Go Away",cleared:110701
110704,Meownster Hunter,cleared:10722 AND cleared:110701
111101,Bnahabra in the Stomach,flag:1401
111102,Lucky Steppe Cat,cleared:111101
111103,Desert Furrontier,cleared:111101
111201,Primal Furrontier,hr:10 AND cleared:111103
111202,Thank-You Gift,cleared:111201
111203,Royal Ludroth Manebreaker,cleared:111201
111301,Laughter is Not the Best Antidote,hr:11 AND cleared:111203
111302,Volcano Furrontier,cleared:111301
111303,Lucky Jungle Cat,cleared:111301
111304,Nerscylla Hidebreaker,atleast:1:111302|111303
111401,Lagiacrus Headbreaker,hr:12 AND cleared:111304
111402,Ninjadromes,cleared:111401
111403,Seltas Spat,cleared:111401
111404,Gravios Backbreaker,cleared:111401
111405,Meownster Hunter Ultimate,cleared:111401 AND cleared:11432
40101,Redhelm I: Hunt,atleast:1:10124|10768
40102,Redhelm II: Capture,cleared:40101
40103,Redhelm III: Hunt,cleared:40102
40104,Redhelm IV: Hunt,cleared:40103
40105,Redhelm V: Hunt,cleared:40104
40106,Redhelm VI: Hunt,cleared:40105
40107,Redhelm VII: Capture,cleared:40106
40108,Redhelm VIII: Hunt,cleared:40107
40109,Redhelm IX: Hunt,cleared:40108
40110,Redhelm X: Hunt,cleared:40109
40111,Redhelm G1: Capture,cleared:40110 AND atleast:1:11125|11104
40112,Redhelm G2: Hunt,cleared:40111
40113,Redhelm G3: Hunt,cleared:40112
40114,Redhelm G4: Hunt,cleared:40113
40115,Redhelm G5: Hunt,cleared:40114
40116,Redhelm EX: Hunt,cleared:40115 AND hr:100
40201,Snowbaron I: Hunt,atleast:1:10120|10768
40202,Snowbaron II: Capture,cleared:40201
40203,Snowbaron III: Hunt,cleared:40202
40204,Snowbaron IV: Hunt,cleared:40203
40205,Snowbaron V: Hunt,cleared:40204
40206,Snowbaron VI: Hunt,cleared:40205
40207,Snowbaron VII: Capture,cleared:40206
40208,Snowbaron VIII: Hunt,cleared:40207
40209,Snowbaron IX: Hunt,cleared:40208
40210,Snowbaron X: Hunt,cleared:40209
40211,Snowbaron G1: Capture,cleared:40210 AND atleast:1:11108
40212,Snowbaron G2: Hunt,cleared:40211
40213,Snowbaron G3: Hunt,cleared:40212
40214,Snowbaron G4: Hunt,cleared:40213
40215,Snowbaron G5: Hunt,cleared:40214
40216,Snowbaron EX: Hunt,cleared:40215 AND hr:100
40301,Stonefist I: Hunt,atleast:1:10113|10768
40302,Stonefist II: Capture,cleared:40301
40303,Stonefist III: Hunt,cleared:40302
40304,Stonefist IV: Hunt,cleared:40303
40305,Stonefist V: Hunt,cleared:40304
40306,Stonefist VI: Hunt,cleared:40305
40307,Stonefist VII: Capture,cleared:40306
40308,Stonefist VIII: Hunt,cleared:40307
40309,Stonefist IX: Hunt,cleared:40308
40310,Stonefist X: Hunt,cleared:40309
40311,Stonefist G1: Capture,cleared:40310 AND atleast:1:11113|11111
40312,Stonefist G2: Hunt,cleared:40311
40313,Stonefist G3: Hunt,cleared:40312
40314,Stonefist G4: Hunt,cleared:40313
40315,Stonefist G5: Hunt,cleared:40314
40316,Stonefist EX: Hunt,cleared:40315 AND hr:100
40401,Dreadqueen I: Hunt,atleast:1:10219|10768
40402,Dreadqueen II: Capture,cleared:40401
40403,Dreadqueen III: Hunt,cleared:40402
40404,Dreadqueen IV: Hunt,cleared:40403
40405,Dreadqueen V: Hunt,cleared:40404
40406,Dreadqueen VI: Hunt,cleared:40405
40407,Dreadqueen VII: Capture,cleared:40406
40408,Dreadqueen VIII: Hunt,cleared:40407
40409,Dreadqueen IX: Hunt,cleared:40408
40410,Dreadqueen X: Hunt,cleared:40409
40411,Dreadqueen G1: Capture,cleared:40410 AND atleast:1:11248|11210|11226|11352|11306
40412,Dreadqueen G2: Hunt,cleared:40411
40413,Dreadqueen G3: Hunt,cleared:40412
40414,Dreadqueen G4: Hunt,cleared:40413
40415,Dreadqueen G5: Hunt,cleared:40414
40416,Dreadqueen EX: Hunt,cleared:40415 AND hr:100
40501,Drilltusk I: Hunt,atleast:1:10420|10768
40502,Drilltusk II: Capture,cleared:40501
40503,Drilltusk III: Hunt,cleared:40502
40504,Drilltusk IV: Hunt,cleared:40503
40505,Drilltusk V: Hunt,cleared:40504
40506,Drilltusk VI: Hunt,cleared:40505
40507,Drilltusk VII: Capture,cleared:40506
40508,Drilltusk VIII: Hunt,cleared:40507
40509,Drilltusk IX: Hunt,cleared:40508
40510,Drilltusk X: Hunt,cleared:40509
40511,Drilltusk G1: Capture,cleared:40510 AND atleast:1:11128|11110
40512,Drilltusk G2: Hunt,cleared:40511
40513,Drilltusk G3: Hunt,cleared:40512
40514,Drilltusk G4: Hunt,cleared:40513
40515,Drilltusk G5: Hunt,cleared:40514
40516,Drilltusk EX: Hunt,cleared:40515 AND hr:100
40601,Silverwind I: Hunt,atleast:1:10524|10768
40602,Silverwind II: Capture,cleared:40601
40603,Silverwind III: Hunt,cleared:40602
40604,Silverwind IV: Hunt,cleared:40603
40605,Silverwind V: Hunt,cleared:40604
40606,Silverwind VI: Hunt,cleared:40605
40607,Silverwind VII: Capture,cleared:40606
40608,Silverwind VIII: Hunt,cleared:40607
40609,Silverwind IX: Hunt,cleared:40608
40610,Silverwind X: Hunt,cleared:40609
40611,Silverwind G1: Capture,cleared:40610 AND atleast:1:11216|11234
40612,Silverwind G2: Hunt,cleared:40611
40613,Silverwind G3: Hunt,cleared:40612
40614,Silverwind G4: Hunt,cleared:40613
40615,Silverwind G5: Hunt,cleared:40614
40616,Silverwind EX: Hunt,cleared:40615 AND hr:100
40701,Crystalbeard I: Hunt,atleast:1:10520|10768
40702,Crystalbeard II: Capture,cleared:40701
40703,Crystalbeard III: Hunt,cleared:40702
40704,Crystalbeard IV: Hunt,cleared:40703
40705,Crystalbeard V: Hunt,cleared:40704
40706,Crystalbeard VI: Hunt,cleared:40705
40707,Crystalbeard VII: Capture,cleared:40706
40708,Crystalbeard VIII: Hunt,cleared:40707
40709,Crystalbeard IX: Hunt,cleared:40708
40710,Crystalbeard X: Hunt,cleared:40709
40711,Crystalbeard G1: Capture,cleared:40710 AND atleast:1:11303
40712,Crystalbeard G2: Hunt,cleared:40711
40713,Crystalbeard G3: Hunt,cleared:40712
40714,Crystalbeard G4: Hunt,cleared:40713
40715,Crystalbeard G5: Hunt,cleared:40714
40716,Crystalbeard EX: Hunt,cleared:40715 AND hr:100
40801,Deadeye I: Hunt,atleast:1:10521|10768
40802,Deadeye II: Capture,cleared:40801
40803,Deadeye III: Hunt,cleared:40802
40804,Deadeye IV: Hunt,cleared:40803
40805,Deadeye V: Hunt,cleared:40804
40806,Deadeye VI: Hunt,cleared:40805
40807,Deadeye VII: Capture,cleared:40806
40808,Deadeye VIII: Hunt,cleared:40807
40809,Deadeye IX: Hunt,cleared:40808
40810,Deadeye X: Hunt,cleared:40809
40811,Deadeye G1: Capture,cleared:40810 AND atleast:1:11302|11347
40812,Deadeye G2: Hunt,cleared:40811
40813,Deadeye G3: Hunt,cleared:40812
40814,Deadeye G4: Hunt,cleared:40813
40815,Deadeye G5: Hunt,cleared:40814
40816,Deadeye EX: Hunt,cleared:40815 AND hr:100
40901,Dreadking I: Hunt,atleast:1:10603|10620|10768
40902,Dreadking II: Capture,cleared:40901
40903,Dreadking III: Hunt,cleared:40902
40904,Dreadking IV: Hunt,cleared:40903
40905,Dreadking V: Hunt,cleared:40904
40906,Dreadking VI: Hunt,cleared:40905
40907,Dreadking VII: Capture,cleared:40906
40908,Dreadking VIII: Hunt,cleared:40907
40909,Dreadking IX: Hunt,cleared:40908
40910,Dreadking X: Hunt,cleared:40909
40911,Dreadking G1: Capture,cleared:40910 AND atleast:1:11352|11306|11357|11359
40912,Dreadking G2: Hunt,cleared:40911
40913,Dreadking G3: Hunt,cleared:40912
40914,Dreadking G4: Hunt,cleared:40913
40915,Dreadking G5: Hunt,cleared:40914
40916,Dreadking EX: Hunt,cleared:40915 AND hr:100
41001,Thunderlord I: Hunt,atleast:1:10609|10768
41002,Thunderlord II: Capture,cleared:41001
41003,Thunderlord III: Hunt,cleared:41002
41004,Thunderlord IV: Hunt,cleared:41003
41005,Thunderlord V: Hunt,cleared:41004
41006,Thunderlord VI: Hunt,cleared:41005
41007,Thunderlord VII: Hunt,cleared:41006
41008,Thunderlord VIII: Capture,cleared:41007
41009,Thunderlord IX: Hunt,cleared:41008
41010,Thunderlord X: Hunt,cleared:41009
41011,Thunderlord G1: Capture,cleared:41010 AND atleast:1:11308|11355
41012,Thunderlord G2: Hunt,cleared:41011
41013,Thunderlord G3: Hunt,cleared:41012
41014,Thunderlord G4: Hunt,cleared:41013
41015,Thunderlord G5: Hunt,cleared:41014
41016,Thunderlord EX: Hunt,cleared:41015 AND hr:100
41101,Grimclaw I: Hunt,atleast:1:10602|10768
41102,Grimclaw II: Capture,cleared:41101
41103,Grimclaw III: Hunt,cleared:41102
41104,Grimclaw IV: Hunt,cleared:41103
41105,Grimclaw V: Hunt,cleared:41104
41106,Grimclaw VI: Hunt,cleared:41105
41107,Grimclaw VII: Hunt,cleared:41106
41108,Grimclaw VIII: Capture,cleared:41107
41109,Grimclaw IX: Hunt,cleared:41108
41110,Grimclaw X: Hunt,cleared:41109
41111,Grimclaw G1: Capture,cleared:41110 AND atleast:1:11405|11462
41112,Grimclaw G2: Hunt,cleared:41111
41113,Grimclaw G3: Hunt,cleared:41112
41114,Grimclaw G4: Hunt,cleared:41113
41115,Grimclaw G5: Hunt,cleared:41114
41116,Grimclaw EX: Hunt,cleared:41115 AND hr:100
41201,Hellblade I: Hunt,atleast:1:10613|10617|10768
41202,Hellblade II: Capture,cleared:41201
41203,Hellblade III: Hunt,cleared:41202
41204,Hellblade IV: Hunt,cleared:41203
41205,Hellblade V: Hunt,cleared:41204
41206,Hellblade VI: Hunt,cleared:41205
41207,Hellblade VII: Hunt,cleared:41206
41208,Hellblade VIII: Capture,cleared:41207
41209,Hellblade IX: Hunt,cleared:41208
41210,Hellblade X: Hunt,cleared:41209
41211,Hellblade G1: Capture,cleared:41210 AND atleast:1:11467
41212,Hellblade G2: Hunt,cleared:41211
41213,Hellblade G3: Hunt,cleared:41212
41214,Hellblade G4: Hunt,cleared:41213
41215,Hellblade G5: Hunt,cleared:41214
41216,Hellblade EX: Hunt,cleared:41215 AND hr:100
41311,Nightcloak G1: Capture,atleast:1:11206|11235|11348
41312,Nightcloak G2: Hunt,cleared:41311
41313,Nightcloak G3: Hunt,cleared:41312
41314,Nightcloak G4: Hunt,cleared:41313
41315,Nightcloak G5: Hunt,cleared:41314
41316,Nightcloak EX: Hunt,cleared:41315 AND hr:100
41411,Rustrazor G1: Capture,atleast:1:11214|11250
41412,Rustrazor G2: Hunt,cleared:41411
41413,Rustrazor G3: Hunt,cleared:41412
41414,Rustrazor G4: Hunt,cleared:41413
41415,Rustrazor G5: Hunt,cleared:41414
41416,Rustrazor EX: Hunt,cleared:41415 AND hr:100
41511,Soulseer G1: Capture,atleast:1:11310|11356
41512,Soulseer G2: Hunt,cleared:41511
41513,Soulseer G3: Hunt,cleared:41512
41514,Soulseer G4: Hunt,cleared:41513
41515,Soulseer G5: Hunt,cleared:41514
41516,Soulseer EX: Hunt,cleared:41515 AND hr:100
41611,Boltreaver G1: Capture,atleast:1:11311|11358
41612,Boltreaver G2: Hunt,cleared:41611
41613,Boltreaver G3: Hunt,cleared:41612
41614,Boltreaver G4: Hunt,cleared:41613
41615,Boltreaver G5: Hunt,cleared:41614
41616,Boltreaver EX: Hunt,cleared:41615 AND hr:100
41711,Elderfrost G1: Capture,atleast:1:11312|11354
41712,Elderfrost G2: Hunt,cleared:41711
41713,Elderfrost G3: Hunt,cleared:41712
41714,Elderfrost G4: Hunt,cleared:41713
41715,Elderfrost G5: Hunt,cleared:41714
41716,Elderfrost EX: Hunt,cleared:41715 AND hr:100
41811,Bloodbath G1: Hunt,flag:1226
41812,Bloodbath G2: Capture,cleared:41811
41813,Bloodbath G3: Hunt,cleared:41812
41814,Bloodbath G4: Hunt,cleared:41813
41815,Bloodbath G5: Hunt,cleared:41814
41816,Bloodbath EX: Hunt,cleared:41815 AND hr:100
30101,Hunter Training: The Basics,always
30102,Hunter Training: Combining,always
30103,Hunter Training: Mining,always
30104,Hunter Training: Fishing,always
30105,Hunter Training: Transporting,always
30106,Hunter Training: Slaying,always
30107,Hunter Training: Capturing,always
130301,Prowler Training: The Basics,always
130302,Prowler Training: Combining,always
130303,Prowler Training: Gathering,always
130304,Prowler Training: Fishing,always
130305,Prowler Training: Transporting,always
130307,Prowler Training: Slaying I,always
130308,Prowler Training: Slaying II,always
130306,Prowler Training: Capturing,always
30201,Guild Style Training,always
30202,Striker Style Training,always
30203,Aerial Style Training,always
30204,Adept Style Training,always
30205,Guild Style Training,always
30206,Striker Style Training,always
30207,Aerial Style Training,always
30208,Adept Style Training,always
30209,Guild Style Training,always
30210,Striker Style Training,always
30211,Aerial Style Training,always
30212,Adept Style Training,always
30213,Guild Style Training,always
30214,Striker Style Training,always
30215,Aerial Style Training,always
30216,Adept Style Training,always
30217,Guild Style Training,always
30218,Striker Style Training,always
30219,Aerial Style Training,always
30220,Adept Style Training,always
30221,Guild Style Training,always
30222,Striker Style Training,always
30223,Aerial Style Training,always
30224,Adept Style Training,always
30225,Guild Style Training,always
30226,Striker Style Training,always
30227,Aerial Style Training,always
30228,Adept Style Training,always
30229,Guild Style Training,always
30230,Striker Style Training,always
30231,Aerial Style Training,always
30232,Adept Style Training,always
30233,Guild Style Training,always
30234,Striker Style Training,always
30235,Aerial Style Training,always
30236,Adept Style Training,always
30237,Guild Style Training,always
30238,Striker Style Training,always
30239,Aerial Style Training,always
30240,Adept Style Training,always
30241,Guild Style Training,always
30242,Striker Style Training,always
30243,Aerial Style Training,always
30244,Adept Style Training,always
30245,Guild Style Training,always
30246,Striker Style Training,always
30247,Aerial Style Training,always
30248,Adept Style Training,always
30249,Guild Style Training,always
30250,Striker Style Training,always
30251,Aerial Style Training,always
30252,Adept Style Training,always
30253,Guild Style Training,always
30254,Striker Style Training,always
30255,Aerial Style Training,always
30256,Adept Style Training,always
30257,Valor Style Training,always
30258,Alchemy Style Training,always
30259,SP Hunter Arts Training,always
30260,Valor Style Training,always
30261,Alchemy Style Training,always
30262,SP Hunter Arts Training,always
30263,Valor Style Training,always
30264,Alchemy Style Training,always
30265,SP Hunter Arts Training,always
30266,Valor Style Training,always
30267,Alchemy Style Training,always
30268,SP Hunter Arts Training,always
30269,Valor Style Training,always
30270,Alchemy Style Training,always
30271,SP Hunter Arts Training,always
30272,Valor Style Training,always
30273,Alchemy Style Training,always
30274,SP Hunter Arts Training,always
30275,Valor Style Training,always
30276,Alchemy Style Training,always
30277,SP Hunter Arts Training,always
30278,Valor Style Training,always
30279,Alchemy Style Training,always
30280,SP Hunter Arts Training,always
30281,Valor Style Training,always
